Nombre,Apellido,Correo,Telefono,Ciudad
Daniela,Gómez,daniela.gómez@utb.edu.co,3042003651,Manizales
Sofía,López,sofía.lópez@gmail.com,3110980367,Santa Marta
Sofía,Martínez,sofía.martínez@yahoo.com,3008145788,Bogotá
Luis,Sánchez,luis.sánchez@utb.edu.co,3001410086,Cartagena
Sofía,López,sofía.lópez@utb.edu.co,3143486422,Cartagena
Luis,López,luis.lópez@yahoo.com,3029413624,Medellín
Laura,López,laura.lópez@gmail.com,3033093302,Pereira
María,López,maría.lópez@yahoo.com,3146164690,Cali
María,Pérez,maría.pérez@utb.edu.co,3100137050,Cali
Carlos,Gómez,carlos.gómez@utb.edu.co,3136917421,Barranquilla
Sofía,López,sofía.lópez@utb.edu.co,3074541548,Santa Marta
Luis,Rodríguez,luis.rodríguez@utb.edu.co,3056251168,Medellín
Daniela,Sánchez,daniela.sánchez@yahoo.com,3166669570,Medellín
Luis,Pérez,luis.pérez@yahoo.com,3148865371,Cúcuta
Pedro,Gómez,pedro.gómez@hotmail.com,3056612986,Barranquilla
Andrés,Rodríguez,andrés.rodríguez@hotmail.com,3043292959,Pereira
Ana,Ramírez,ana.ramírez@yahoo.com,3079351282,Bucaramanga
Luis,Sánchez,luis.sánchez@gmail.com,3133618547,Medellín
Carlos,Pérez,carlos.pérez@utb.edu.co,3174625779,Manizales
Laura,Ruiz,laura.ruiz@utb.edu.co,3024611931,Bogotá
Ana,Martínez,ana.martínez@utb.edu.co,3008156691,Manizales
Laura,Fernández,laura.fernández@hotmail.com,3147859830,Manizales
Camila,Ramírez,camila.ramírez@yahoo.com,3081807671,Manizales
Luis,Ruiz,luis.ruiz@gmail.com,3050022687,Manizales
Ana,Ruiz,ana.ruiz@utb.edu.co,3014733351,Medellín
Laura,Sánchez,laura.sánchez@utb.edu.co,3155979187,Cartagena
Pedro,Fernández,pedro.fernández@hotmail.com,3111556652,Manizales
Luis,López,luis.lópez@yahoo.com,3091224551,Bucaramanga
María,Rodríguez,maría.rodríguez@hotmail.com,3170626469,Cúcuta
Camila,Torres,camila.torres@utb.edu.co,3162876729,Barranquilla
Daniela,Ramírez,daniela.ramírez@gmail.com,3050887178,Cartagena
Sofía,Pérez,sofía.pérez@hotmail.com,3117595838,Bogotá
Andrés,Ruiz,andrés.ruiz@hotmail.com,3125732486,Pereira
Laura,Rodríguez,laura.rodríguez@yahoo.com,3058632396,Bogotá
Daniela,Fernández,daniela.fernández@gmail.com,3101415022,Pereira
Ana,Martínez,ana.martínez@hotmail.com,3171208551,Medellín
Laura,Torres,laura.torres@yahoo.com,3113657882,Medellín
Daniela,Fernández,daniela.fernández@hotmail.com,3042654789,Pereira
Daniela,Ramírez,daniela.ramírez@utb.edu.co,3010764327,Santa Marta
Andrés,Ramírez,andrés.ramírez@gmail.com,3083882011,Cartagena
Laura,López,laura.lópez@utb.edu.co,3110422405,Cartagena
Andrés,Rodríguez,andrés.rodríguez@hotmail.com,3079685555,Bucaramanga
Daniela,Ramírez,daniela.ramírez@hotmail.com,3073172970,Cúcuta
Camila,Pérez,camila.pérez@hotmail.com,3064203177,Bogotá
Ana,Rodríguez,ana.rodríguez@hotmail.com,3098684463,Bogotá
Carlos,Fernández,carlos.fernández@utb.edu.co,3008149198,Cali
María,Fernández,maría.fernández@yahoo.com,3014506724,Cartagena
Ana,Ramírez,ana.ramírez@hotmail.com,3188544281,Cúcuta
Sofía,Sánchez,sofía.sánchez@gmail.com,3175470754,Cartagena
Carlos,Gómez,carlos.gómez@utb.edu.co,3137750781,Manizales
Camila,Martínez,camila.martínez@hotmail.com,3182053727,Manizales
Carlos,Pérez,carlos.pérez@utb.edu.co,3118118842,Cartagena
Laura,López,laura.lópez@gmail.com,3053186888,Pereira
Sofía,López,sofía.lópez@yahoo.com,3084145543,Santa Marta
Ana,Rodríguez,ana.rodríguez@yahoo.com,3078376974,Manizales
Carlos,Rodríguez,carlos.rodríguez@utb.edu.co,3152414762,Santa Marta
Laura,Ramírez,laura.ramírez@yahoo.com,3049247210,Bucaramanga
Pedro,Pérez,pedro.pérez@utb.edu.co,3056554926,Santa Marta
Daniela,Pérez,daniela.pérez@utb.edu.co,3195110672,Bogotá
Carlos,Martínez,carlos.martínez@gmail.com,3093407580,Cali
Daniela,López,daniela.lópez@hotmail.com,3164691558,Bucaramanga
María,Ruiz,maría.ruiz@utb.edu.co,3123075662,Pereira
Ana,Torres,ana.torres@hotmail.com,3103512133,Manizales
Laura,Gómez,laura.gómez@gmail.com,3008760553,Bogotá
Camila,Pérez,camila.pérez@yahoo.com,3122286189,Cúcuta
Laura,Pérez,laura.pérez@gmail.com,3015540845,Bucaramanga
Sofía,Rodríguez,sofía.rodríguez@gmail.com,3110681169,Bogotá
Carlos,Sánchez,carlos.sánchez@yahoo.com,3112123538,Barranquilla
María,Ruiz,maría.ruiz@gmail.com,3171681076,Barranquilla
Ana,López,ana.lópez@hotmail.com,3167745847,Barranquilla
Luis,Ruiz,luis.ruiz@utb.edu.co,3111658986,Cúcuta
Laura,Pérez,laura.pérez@hotmail.com,3197914249,Cúcuta
Luis,Fernández,luis.fernández@yahoo.com,3024189162,Bucaramanga
Pedro,Ramírez,pedro.ramírez@hotmail.com,3114007033,Santa Marta
Pedro,Ramírez,pedro.ramírez@gmail.com,3171732492,Manizales
Luis,Pérez,luis.pérez@yahoo.com,3079724503,Bogotá
Sofía,Ramírez,sofía.ramírez@yahoo.com,3046548576,Bogotá
Laura,Martínez,laura.martínez@gmail.com,3114028304,Cúcuta
Camila,Ruiz,camila.ruiz@utb.edu.co,3157592522,Bogotá
Pedro,Fernández,pedro.fernández@yahoo.com,3040255540,Cúcuta
María,Ramírez,maría.ramírez@utb.edu.co,3041803940,Medellín
Luis,Ramírez,luis.ramírez@gmail.com,3191749495,Pereira
Luis,Ruiz,luis.ruiz@hotmail.com,3001418373,Cali
Ana,Ramírez,ana.ramírez@gmail.com,3159228795,Pereira
Laura,López,laura.lópez@hotmail.com,3083443349,Manizales
María,Fernández,maría.fernández@yahoo.com,3070457098,Cúcuta
Daniela,Fernández,daniela.fernández@gmail.com,3134922000,Cali
Sofía,Rodríguez,sofía.rodríguez@gmail.com,3195772644,Cartagena
Carlos,Torres,carlos.torres@hotmail.com,3006778056,Bogotá
Luis,Ruiz,luis.ruiz@gmail.com,3140241250,Manizales
Daniela,Fernández,daniela.fernández@hotmail.com,3133153562,Santa Marta
Carlos,Martínez,carlos.martínez@yahoo.com,3152873657,Cartagena
Carlos,Gómez,carlos.gómez@yahoo.com,3054977168,Santa Marta
María,Torres,maría.torres@hotmail.com,3135448351,Manizales
Laura,Ruiz,laura.ruiz@gmail.com,3051160054,Cali
Carlos,Gómez,carlos.gómez@yahoo.com,3006496621,Bogotá
María,Ramírez,maría.ramírez@yahoo.com,3119789401,Cartagena
Camila,Gómez,camila.gómez@hotmail.com,3056137752,Pereira
Laura,Rodríguez,laura.rodríguez@yahoo.com,3191801379,Santa Marta
Ana,Fernández,ana.fernández@hotmail.com,3023950180,Cartagena
Camila,Rodríguez,camila.rodríguez@gmail.com,3161311174,Cali
Sofía,Martínez,sofía.martínez@yahoo.com,3080060185,Cartagena
María,López,maría.lópez@hotmail.com,3052705341,Barranquilla
Camila,Pérez,camila.pérez@hotmail.com,3168417222,Santa Marta
Sofía,Ramírez,sofía.ramírez@yahoo.com,3015518026,Pereira
Carlos,Torres,carlos.torres@hotmail.com,3064440444,Medellín
Camila,Ruiz,camila.ruiz@yahoo.com,3057464525,Bucaramanga
Camila,Fernández,camila.fernández@yahoo.com,3072898308,Cúcuta
Luis,Torres,luis.torres@gmail.com,3028665902,Cúcuta
Sofía,Ruiz,sofía.ruiz@yahoo.com,3122829707,Barranquilla
Camila,López,camila.lópez@yahoo.com,3198298437,Cali
María,Martínez,maría.martínez@hotmail.com,3025778828,Cúcuta
Andrés,López,andrés.lópez@gmail.com,3167030252,Barranquilla
Luis,Ramírez,luis.ramírez@hotmail.com,3191842278,Bogotá
Carlos,López,carlos.lópez@yahoo.com,3101137183,Barranquilla
Luis,Gómez,luis.gómez@gmail.com,3109322057,Pereira
Luis,Fernández,luis.fernández@utb.edu.co,3024779863,Manizales
Laura,Gómez,laura.gómez@utb.edu.co,3003261868,Bogotá
Daniela,Pérez,daniela.pérez@yahoo.com,3013651830,Medellín
Daniela,Fernández,daniela.fernández@gmail.com,3156380978,Cartagena
Luis,Torres,luis.torres@utb.edu.co,3098502352,Cali
María,López,maría.lópez@utb.edu.co,3181181407,Cúcuta
María,Gómez,maría.gómez@hotmail.com,3125993339,Cartagena
Andrés,Ramírez,andrés.ramírez@yahoo.com,3062053286,Medellín
Andrés,Torres,andrés.torres@yahoo.com,3110151519,Bogotá
Ana,Fernández,ana.fernández@yahoo.com,3101807991,Cúcuta
Carlos,Torres,carlos.torres@utb.edu.co,3090714437,Cali
Sofía,Pérez,sofía.pérez@utb.edu.co,3004488944,Pereira
Carlos,Pérez,carlos.pérez@utb.edu.co,3032925405,Pereira
Camila,Fernández,camila.fernández@utb.edu.co,3115742896,Bogotá
Pedro,Ruiz,pedro.ruiz@yahoo.com,3018096728,Pereira
Sofía,Ruiz,sofía.ruiz@hotmail.com,3010588262,Cartagena
Camila,Sánchez,camila.sánchez@utb.edu.co,3168383223,Cúcuta
Andrés,Ruiz,andrés.ruiz@hotmail.com,3081769854,Santa Marta
Carlos,Ramírez,carlos.ramírez@utb.edu.co,3127821247,Cali
Andrés,Torres,andrés.torres@hotmail.com,3150060901,Santa Marta
María,Rodríguez,maría.rodríguez@gmail.com,3012076651,Manizales
Pedro,Martínez,pedro.martínez@yahoo.com,3077581449,Cúcuta
Laura,Rodríguez,laura.rodríguez@yahoo.com,3163736900,Bogotá
María,Rodríguez,maría.rodríguez@yahoo.com,3014557180,Cartagena
María,Sánchez,maría.sánchez@hotmail.com,3193538879,Cali
Sofía,Ruiz,sofía.ruiz@yahoo.com,3100417297,Medellín
Carlos,Sánchez,carlos.sánchez@utb.edu.co,3125564699,Barranquilla
Pedro,Sánchez,pedro.sánchez@gmail.com,3154389959,Cartagena
Andrés,Ruiz,andrés.ruiz@hotmail.com,3026801515,Bogotá
Carlos,López,carlos.lópez@yahoo.com,3035329443,Barranquilla
María,López,maría.lópez@utb.edu.co,3181020247,Bogotá
Luis,Ramírez,luis.ramírez@yahoo.com,3029952479,Barranquilla
Sofía,Ruiz,sofía.ruiz@hotmail.com,3119227009,Bucaramanga
Ana,Martínez,ana.martínez@gmail.com,3068663754,Barranquilla
Carlos,Ruiz,carlos.ruiz@utb.edu.co,3192561805,Bogotá
Ana,Sánchez,ana.sánchez@yahoo.com,3148407876,Medellín
Luis,Ruiz,luis.ruiz@gmail.com,3066688966,Santa Marta
Camila,Torres,camila.torres@hotmail.com,3177055031,Cartagena
Carlos,Martínez,carlos.martínez@hotmail.com,3135565640,Medellín
Sofía,López,sofía.lópez@yahoo.com,3057112999,Cali
Ana,Ramírez,ana.ramírez@gmail.com,3002861370,Cali
Carlos,Ruiz,carlos.ruiz@yahoo.com,3152182078,Barranquilla
María,López,maría.lópez@hotmail.com,3126182878,Bucaramanga
Carlos,Torres,carlos.torres@gmail.com,3025273159,Cartagena
Luis,Ramírez,luis.ramírez@yahoo.com,3030839214,Barranquilla
Camila,Ruiz,camila.ruiz@gmail.com,3001421230,Pereira
Carlos,Ramírez,carlos.ramírez@yahoo.com,3040462163,Bogotá
Andrés,Martínez,andrés.martínez@utb.edu.co,3174565991,Bogotá
Sofía,Gómez,sofía.gómez@gmail.com,3088706414,Cartagena
Andrés,Gómez,andrés.gómez@utb.edu.co,3004625950,Santa Marta
Carlos,Ramírez,carlos.ramírez@gmail.com,3181733014,Bucaramanga
Sofía,Pérez,sofía.pérez@hotmail.com,3099512197,Cartagena
Ana,Torres,ana.torres@yahoo.com,3155658642,Cúcuta
Laura,Fernández,laura.fernández@utb.edu.co,3037686415,Cúcuta
Luis,López,luis.lópez@gmail.com,3026032357,Barranquilla
Sofía,Gómez,sofía.gómez@yahoo.com,3057726969,Bogotá
Andrés,Torres,andrés.torres@utb.edu.co,3095628033,Medellín
Carlos,Rodríguez,carlos.rodríguez@gmail.com,3187907651,Bucaramanga
Andrés,Gómez,andrés.gómez@yahoo.com,3107470940,Pereira
Camila,Rodríguez,camila.rodríguez@gmail.com,3136536839,Santa Marta
Luis,Ramírez,luis.ramírez@utb.edu.co,3191824979,Cali
Daniela,Martínez,daniela.martínez@hotmail.com,3058695835,Bogotá
Laura,Rodríguez,laura.rodríguez@gmail.com,3075334626,Santa Marta
Andrés,Fernández,andrés.fernández@utb.edu.co,3131899142,Pereira
María,Torres,maría.torres@gmail.com,3174027774,Cúcuta
Pedro,Ramírez,pedro.ramírez@utb.edu.co,3051000528,Manizales
Pedro,Ramírez,pedro.ramírez@hotmail.com,3082289057,Cúcuta
María,Ruiz,maría.ruiz@hotmail.com,3005661995,Barranquilla
Laura,Martínez,laura.martínez@hotmail.com,3018694255,Medellín
Camila,Pérez,camila.pérez@utb.edu.co,3013817468,Barranquilla
Luis,López,luis.lópez@utb.edu.co,3112489852,Manizales
Andrés,Ruiz,andrés.ruiz@utb.edu.co,3181805305,Santa Marta
María,Sánchez,maría.sánchez@hotmail.com,3156253808,Cúcuta
Ana,Fernández,ana.fernández@gmail.com,3148787305,Pereira
María,Pérez,maría.pérez@gmail.com,3152233383,Medellín
Laura,Ruiz,laura.ruiz@hotmail.com,3121424196,Cali
Luis,Pérez,luis.pérez@yahoo.com,3075301052,Santa Marta
Pedro,Rodríguez,pedro.rodríguez@utb.edu.co,3019745990,Bogotá
Sofía,Ramírez,sofía.ramírez@hotmail.com,3144624686,Bogotá
Laura,Rodríguez,laura.rodríguez@yahoo.com,3178901922,Santa Marta
Carlos,Gómez,carlos.gómez@gmail.com,3003807277,Cali
Daniela,Sánchez,daniela.sánchez@hotmail.com,3065562114,Pereira
Camila,Fernández,camila.fernández@hotmail.com,3107410137,Cartagena
Pedro,Gómez,pedro.gómez@yahoo.com,3072137824,Bucaramanga
Laura,Sánchez,laura.sánchez@hotmail.com,3014018192,Cali
Camila,Gómez,camila.gómez@utb.edu.co,3095973801,Bucaramanga
Camila,Martínez,camila.martínez@hotmail.com,3193363461,Medellín
Daniela,López,daniela.lópez@hotmail.com,3097691559,Manizales
María,Pérez,maría.pérez@hotmail.com,3014317781,Cartagena
Ana,Torres,ana.torres@yahoo.com,3078210640,Barranquilla
Camila,López,camila.lópez@utb.edu.co,3008163202,Cartagena
Carlos,Martínez,carlos.martínez@yahoo.com,3169437166,Cúcuta
María,Sánchez,maría.sánchez@hotmail.com,3180929770,Santa Marta
Laura,Sánchez,laura.sánchez@hotmail.com,3194501271,Santa Marta
Luis,Pérez,luis.pérez@utb.edu.co,3175172550,Manizales
Luis,Rodríguez,luis.rodríguez@hotmail.com,3154740769,Cartagena
Daniela,Fernández,daniela.fernández@hotmail.com,3061304128,Cali
Carlos,Torres,carlos.torres@gmail.com,3149025632,Bogotá
Andrés,Sánchez,andrés.sánchez@yahoo.com,3019030454,Santa Marta
María,Rodríguez,maría.rodríguez@utb.edu.co,3114207066,Santa Marta
Camila,Ruiz,camila.ruiz@hotmail.com,3106727303,Santa Marta
Daniela,Fernández,daniela.fernández@utb.edu.co,3015022057,Santa Marta
María,Fernández,maría.fernández@gmail.com,3173013933,Manizales
Andrés,Fernández,andrés.fernández@gmail.com,3023322563,Bogotá
María,Pérez,maría.pérez@gmail.com,3181100885,Medellín
Andrés,Pérez,andrés.pérez@gmail.com,3145982515,Pereira
Daniela,López,daniela.lópez@utb.edu.co,3187792298,Cali
Pedro,Pérez,pedro.pérez@gmail.com,3126275789,Manizales
Carlos,Ruiz,carlos.ruiz@hotmail.com,3186694507,Cúcuta
Luis,Pérez,luis.pérez@yahoo.com,3167219535,Cali
Ana,Martínez,ana.martínez@hotmail.com,3074229158,Bucaramanga
Sofía,Martínez,sofía.martínez@gmail.com,3062235643,Bogotá
María,López,maría.lópez@gmail.com,3176774591,Cúcuta
Luis,López,luis.lópez@yahoo.com,3049523049,Pereira
Ana,Rodríguez,ana.rodríguez@yahoo.com,3080621943,Barranquilla
Sofía,López,sofía.lópez@utb.edu.co,3192794407,Medellín
Laura,Martínez,laura.martínez@utb.edu.co,3050565580,Medellín
Camila,Rodríguez,camila.rodríguez@hotmail.com,3158474527,Bogotá
María,Ruiz,maría.ruiz@yahoo.com,3125601980,Santa Marta
Andrés,Torres,andrés.torres@yahoo.com,3182375667,Pereira
Andrés,Martínez,andrés.martínez@hotmail.com,3079130822,Santa Marta
Carlos,Ruiz,carlos.ruiz@yahoo.com,3048833574,Bogotá
Pedro,Sánchez,pedro.sánchez@gmail.com,3116572867,Pereira
Pedro,Rodríguez,pedro.rodríguez@gmail.com,3149979402,Manizales
Laura,Ramírez,laura.ramírez@yahoo.com,3147784863,Cali
Ana,Pérez,ana.pérez@gmail.com,3089437565,Bucaramanga
Camila,Gómez,camila.gómez@utb.edu.co,3009362547,Cúcuta
Luis,Rodríguez,luis.rodríguez@utb.edu.co,3164589139,Manizales
Andrés,Pérez,andrés.pérez@yahoo.com,3088374100,Cali
Luis,Martínez,luis.martínez@hotmail.com,3069138045,Cúcuta
Carlos,Torres,carlos.torres@gmail.com,3164422044,Bogotá
María,Torres,maría.torres@utb.edu.co,3074688393,Manizales
Andrés,Ruiz,andrés.ruiz@gmail.com,3118983906,Cúcuta
Pedro,Torres,pedro.torres@utb.edu.co,3041734930,Manizales
Carlos,Martínez,carlos.martínez@hotmail.com,3188259934,Pereira
Laura,Ramírez,laura.ramírez@hotmail.com,3186837542,Bucaramanga
Ana,Martínez,ana.martínez@hotmail.com,3171080403,Bogotá
Luis,Ruiz,luis.ruiz@yahoo.com,3096817060,Pereira
Pedro,Rodríguez,pedro.rodríguez@utb.edu.co,3145190146,Barranquilla
Andrés,Martínez,andrés.martínez@utb.edu.co,3176846685,Barranquilla
Andrés,Pérez,andrés.pérez@yahoo.com,3088909179,Bogotá
Pedro,Torres,pedro.torres@gmail.com,3043460342,Medellín
Carlos,Pérez,carlos.pérez@utb.edu.co,3014169930,Cartagena
María,Rodríguez,maría.rodríguez@utb.edu.co,3102008466,Pereira
Pedro,Pérez,pedro.pérez@gmail.com,3085244192,Santa Marta
Andrés,Gómez,andrés.gómez@hotmail.com,3043696660,Bucaramanga
Ana,Martínez,ana.martínez@utb.edu.co,3055097523,Medellín
María,Martínez,maría.martínez@hotmail.com,3099976818,Cúcuta
Luis,Rodríguez,luis.rodríguez@yahoo.com,3124968595,Santa Marta
Ana,Ramírez,ana.ramírez@yahoo.com,3007659243,Medellín
Luis,López,luis.lópez@gmail.com,3192016785,Medellín
María,López,maría.lópez@utb.edu.co,3105533714,Cali
Sofía,Fernández,sofía.fernández@gmail.com,3035897836,Bogotá
Laura,Sánchez,laura.sánchez@utb.edu.co,3059317176,Santa Marta
Sofía,López,sofía.lópez@utb.edu.co,3121223770,Cali
Camila,López,camila.lópez@yahoo.com,3121729297,Cartagena
Sofía,Pérez,sofía.pérez@utb.edu.co,3104820732,Medellín
Daniela,Martínez,daniela.martínez@utb.edu.co,3033997332,Cúcuta
Laura,Fernández,laura.fernández@utb.edu.co,3192191976,Cali
Andrés,Sánchez,andrés.sánchez@hotmail.com,3034175659,Cali
Pedro,Ramírez,pedro.ramírez@yahoo.com,3018818529,Cartagena
Sofía,Martínez,sofía.martínez@utb.edu.co,3039043080,Bogotá
María,López,maría.lópez@yahoo.com,3151112262,Barranquilla
María,Rodríguez,maría.rodríguez@utb.edu.co,3096334281,Santa Marta
Andrés,Ramírez,andrés.ramírez@utb.edu.co,3060564925,Bucaramanga
Daniela,Pérez,daniela.pérez@hotmail.com,3044287769,Bucaramanga
Andrés,Pérez,andrés.pérez@gmail.com,3032451107,Santa Marta
Ana,Fernández,ana.fernández@yahoo.com,3038643083,Barranquilla
Sofía,Martínez,sofía.martínez@utb.edu.co,3045879818,Cúcuta
Ana,Rodríguez,ana.rodríguez@yahoo.com,3015680373,Pereira
Laura,Torres,laura.torres@hotmail.com,3159849310,Cartagena
Pedro,Rodríguez,pedro.rodríguez@hotmail.com,3199605172,Pereira
Laura,López,laura.lópez@yahoo.com,3055560404,Bogotá
Andrés,Ramírez,andrés.ramírez@gmail.com,3126430284,Cúcuta
María,Pérez,maría.pérez@utb.edu.co,3098640739,Cartagena
Andrés,Ramírez,andrés.ramírez@yahoo.com,3162193097,Manizales
María,Martínez,maría.martínez@yahoo.com,3145623296,Cali
Sofía,Gómez,sofía.gómez@utb.edu.co,3073473173,Cali
Sofía,Ruiz,sofía.ruiz@utb.edu.co,3075975885,Cali
Pedro,Pérez,pedro.pérez@gmail.com,3069972317,Barranquilla
Sofía,Fernández,sofía.fernández@yahoo.com,3075325277,Santa Marta
Laura,Rodríguez,laura.rodríguez@yahoo.com,3148081561,Barranquilla
Camila,Torres,camila.torres@yahoo.com,3163364142,Manizales
Ana,Torres,ana.torres@utb.edu.co,3038472927,Cartagena
Sofía,Fernández,sofía.fernández@utb.edu.co,3026040263,Pereira
Luis,Sánchez,luis.sánchez@utb.edu.co,3197271576,Cali
Sofía,Sánchez,sofía.sánchez@utb.edu.co,3078463156,Bogotá
Sofía,Rodríguez,sofía.rodríguez@hotmail.com,3041577981,Medellín
María,Sánchez,maría.sánchez@utb.edu.co,3000220645,Medellín
Sofía,López,sofía.lópez@hotmail.com,3133823972,Cali
Pedro,López,pedro.lópez@utb.edu.co,3162634021,Pereira
Laura,Ruiz,laura.ruiz@gmail.com,3113588365,Barranquilla
Luis,López,luis.lópez@hotmail.com,3184453854,Medellín
Laura,Rodríguez,laura.rodríguez@utb.edu.co,3162390489,Bogotá
Sofía,Rodríguez,sofía.rodríguez@gmail.com,3024254696,Barranquilla
Carlos,Ramírez,carlos.ramírez@gmail.com,3050977635,Cúcuta
Carlos,Rodríguez,carlos.rodríguez@utb.edu.co,3138512790,Cúcuta
Ana,Fernández,ana.fernández@hotmail.com,3162545665,Cúcuta
Luis,Torres,luis.torres@utb.edu.co,3022152972,Pereira
Ana,Sánchez,ana.sánchez@utb.edu.co,3194862991,Cúcuta
Laura,Rodríguez,laura.rodríguez@hotmail.com,3198130209,Manizales
María,Rodríguez,maría.rodríguez@yahoo.com,3016654824,Santa Marta
Camila,Ramírez,camila.ramírez@gmail.com,3119850709,Cartagena
Luis,Fernández,luis.fernández@yahoo.com,3159325938,Cali
María,Ruiz,maría.ruiz@utb.edu.co,3180144750,Pereira
María,Ramírez,maría.ramírez@utb.edu.co,3127087483,Cali
Ana,Fernández,ana.fernández@gmail.com,3129988472,Manizales
Sofía,Martínez,sofía.martínez@gmail.com,3150219296,Bucaramanga
Luis,Ramírez,luis.ramírez@hotmail.com,3135035466,Cúcuta
Ana,Fernández,ana.fernández@hotmail.com,3086866428,Bucaramanga
Luis,Gómez,luis.gómez@hotmail.com,3051985625,Barranquilla
Luis,Martínez,luis.martínez@utb.edu.co,3120530054,Bogotá
Sofía,Rodríguez,sofía.rodríguez@hotmail.com,3151157342,Pereira
Camila,Sánchez,camila.sánchez@hotmail.com,3026325791,Cartagena
Pedro,Sánchez,pedro.sánchez@hotmail.com,3095191265,Pereira
Luis,Gómez,luis.gómez@gmail.com,3021218535,Bogotá
Camila,Martínez,camila.martínez@utb.edu.co,3020399789,Barranquilla
Laura,Gómez,laura.gómez@yahoo.com,3073129399,Bogotá
Camila,Martínez,camila.martínez@utb.edu.co,3160480910,Pereira
Laura,Martínez,laura.martínez@hotmail.com,3037727165,Manizales
Laura,Martínez,laura.martínez@gmail.com,3012864880,Cali
Camila,Ramírez,camila.ramírez@yahoo.com,3022321806,Bogotá
Carlos,López,carlos.lópez@hotmail.com,3153257429,Manizales
Laura,Rodríguez,laura.rodríguez@utb.edu.co,3130748540,Cartagena
Ana,Ramírez,ana.ramírez@gmail.com,3040108691,Medellín
Andrés,Gómez,andrés.gómez@yahoo.com,3144372922,Bogotá
Laura,Pérez,laura.pérez@hotmail.com,3131489191,Santa Marta
Andrés,Torres,andrés.torres@yahoo.com,3008463875,Barranquilla
Ana,Ramírez,ana.ramírez@gmail.com,3018784249,Barranquilla
Pedro,Torres,pedro.torres@hotmail.com,3113161290,Barranquilla
Carlos,Torres,carlos.torres@yahoo.com,3137713285,Cúcuta
Camila,Rodríguez,camila.rodríguez@gmail.com,3151965644,Pereira
Andrés,Ramírez,andrés.ramírez@hotmail.com,3135966011,Bucaramanga
Sofía,Sánchez,sofía.sánchez@hotmail.com,3037147993,Pereira
Luis,Torres,luis.torres@yahoo.com,3041508598,Pereira
María,Fernández,maría.fernández@gmail.com,3076348439,Cúcuta
Pedro,Gómez,pedro.gómez@yahoo.com,3153236638,Cali
Sofía,Pérez,sofía.pérez@gmail.com,3075314758,Cali
Sofía,Pérez,sofía.pérez@hotmail.com,3050315686,Pereira
Ana,López,ana.lópez@hotmail.com,3092950106,Cúcuta
María,Martínez,maría.martínez@utb.edu.co,3198792670,Manizales
Camila,Martínez,camila.martínez@utb.edu.co,3031664780,Pereira
Laura,Ruiz,laura.ruiz@hotmail.com,3176045888,Bogotá
Andrés,Gómez,andrés.gómez@utb.edu.co,3162059681,Bucaramanga
Pedro,Ramírez,pedro.ramírez@hotmail.com,3073101509,Cúcuta
Ana,Fernández,ana.fernández@gmail.com,3110730855,Pereira
Sofía,Fernández,sofía.fernández@utb.edu.co,3127179035,Pereira
Luis,Sánchez,luis.sánchez@hotmail.com,3132794258,Bogotá
Luis,Rodríguez,luis.rodríguez@utb.edu.co,3095746663,Cúcuta
Laura,Ruiz,laura.ruiz@gmail.com,3080805278,Cartagena
Camila,Fernández,camila.fernández@yahoo.com,3037875638,Barranquilla
Carlos,Ramírez,carlos.ramírez@yahoo.com,3169410250,Bucaramanga
Pedro,Martínez,pedro.martínez@hotmail.com,3107193905,Cartagena
Daniela,López,daniela.lópez@hotmail.com,3149827336,Cartagena
Carlos,Torres,carlos.torres@utb.edu.co,3171022007,Cartagena
Sofía,López,sofía.lópez@gmail.com,3031854869,Cartagena
Laura,Ramírez,laura.ramírez@yahoo.com,3059470698,Bogotá
Laura,Pérez,laura.pérez@gmail.com,3072183899,Cartagena
Pedro,Sánchez,pedro.sánchez@yahoo.com,3072164219,Medellín
Pedro,Martínez,pedro.martínez@utb.edu.co,3194702280,Bucaramanga
Daniela,Ruiz,daniela.ruiz@gmail.com,3018450477,Barranquilla
Daniela,Sánchez,daniela.sánchez@gmail.com,3188588117,Manizales
Sofía,Gómez,sofía.gómez@yahoo.com,3020515378,Bucaramanga
Laura,Torres,laura.torres@gmail.com,3170414548,Pereira
Andrés,Pérez,andrés.pérez@utb.edu.co,3173900001,Cartagena
Ana,Ramírez,ana.ramírez@gmail.com,3034589747,Bucaramanga
Luis,López,luis.lópez@yahoo.com,3054064615,Cali
Luis,Torres,luis.torres@utb.edu.co,3060793968,Cúcuta
Daniela,Fernández,daniela.fernández@utb.edu.co,3133874138,Pereira
Daniela,Ruiz,daniela.ruiz@yahoo.com,3133561973,Manizales
Ana,Fernández,ana.fernández@hotmail.com,3195353867,Cartagena
Laura,Rodríguez,laura.rodríguez@hotmail.com,3185323017,Pereira
Laura,Gómez,laura.gómez@yahoo.com,3050867798,Pereira
Camila,Gómez,camila.gómez@gmail.com,3070984869,Bogotá
Pedro,López,pedro.lópez@gmail.com,3129000496,Bucaramanga
Carlos,Rodríguez,carlos.rodríguez@hotmail.com,3091699017,Manizales
Ana,Martínez,ana.martínez@gmail.com,3191246428,Bucaramanga
Luis,Torres,luis.torres@yahoo.com,3189652035,Barranquilla
Carlos,Rodríguez,carlos.rodríguez@yahoo.com,3109128847,Barranquilla
Andrés,Torres,andrés.torres@utb.edu.co,3139177973,Cúcuta
