Nombre,Apellido,Correo,Telefono,Ciudad
Laura,Sánchez,laura.sánchez@utb.edu.co,3162841840,Bucaramanga
Camila,Gómez,camila.gómez@yahoo.com,3013637741,Bucaramanga
Daniela,Pérez,daniela.pérez@yahoo.com,3197675169,Santa Marta
María,Ramírez,maría.ramírez@gmail.com,3110078335,Medellín
Andrés,Fernández,andrés.fernández@yahoo.com,3132472992,Pereira
María,Ruiz,maría.ruiz@utb.edu.co,3034877110,Pereira
Andrés,Martínez,andrés.martínez@hotmail.com,3169968333,Cúcuta
Andrés,Gómez,andrés.gómez@utb.edu.co,3066769953,Cali
Laura,Sánchez,laura.sánchez@gmail.com,3096318597,Santa Marta
Pedro,Ruiz,pedro.ruiz@yahoo.com,3018629053,Cúcuta
Daniela,Ruiz,daniela.ruiz@yahoo.com,3100148883,Cúcuta
María,Sánchez,maría.sánchez@utb.edu.co,3045267040,Bogotá
Luis,Gómez,luis.gómez@gmail.com,3183257069,Bucaramanga
Camila,Martínez,camila.martínez@utb.edu.co,3147214242,Santa Marta
Laura,López,laura.lópez@gmail.com,3165289485,Santa Marta
Laura,López,laura.lópez@hotmail.com,3125022601,Cartagena
María,Pérez,maría.pérez@hotmail.com,3055708286,Medellín
Camila,Torres,camila.torres@utb.edu.co,3111717495,Barranquilla
Ana,Torres,ana.torres@gmail.com,3036552492,Cali
Pedro,Pérez,pedro.pérez@utb.edu.co,3159873027,Santa Marta
Pedro,Sánchez,pedro.sánchez@yahoo.com,3196575140,Pereira
Laura,Fernández,laura.fernández@gmail.com,3094750240,Medellín
María,López,maría.lópez@gmail.com,3100009607,Cartagena
Luis,Rodríguez,luis.rodríguez@gmail.com,3198087131,Bucaramanga
Carlos,Torres,carlos.torres@utb.edu.co,3138330598,Manizales
Andrés,Rodríguez,andrés.rodríguez@utb.edu.co,3148579125,Cúcuta
Laura,Fernández,laura.fernández@utb.edu.co,3061297413,Pereira
Daniela,Gómez,daniela.gómez@hotmail.com,3146514997,Cúcuta
Laura,Gómez,laura.gómez@gmail.com,3018430060,Manizales
Laura,Rodríguez,laura.rodríguez@yahoo.com,3161437812,Pereira
Andrés,Ramírez,andrés.ramírez@hotmail.com,3161388827,Cartagena
Andrés,Fernández,andrés.fernández@utb.edu.co,3028657588,Bucaramanga
Camila,López,camila.lópez@utb.edu.co,3016377310,Bucaramanga
María,Torres,maría.torres@utb.edu.co,3033329934,Manizales
Camila,Ramírez,camila.ramírez@utb.edu.co,3127328636,Manizales
Luis,Gómez,luis.gómez@utb.edu.co,3044000865,Medellín
Sofía,Torres,sofía.torres@utb.edu.co,3131663942,Medellín
Pedro,Torres,pedro.torres@yahoo.com,3071073385,Manizales
Camila,López,camila.lópez@yahoo.com,3121178166,Cartagena
María,Torres,maría.torres@gmail.com,3004785856,Santa Marta
Laura,Rodríguez,laura.rodríguez@hotmail.com,3122544529,Medellín
Carlos,Sánchez,carlos.sánchez@utb.edu.co,3089014903,Barranquilla
Luis,Sánchez,luis.sánchez@gmail.com,3061984883,Bucaramanga
Pedro,Rodríguez,pedro.rodríguez@utb.edu.co,3017644698,Manizales
Ana,López,ana.lópez@yahoo.com,3003129876,Cúcuta
Daniela,Ramírez,daniela.ramírez@gmail.com,3153552051,Pereira
Laura,Rodríguez,laura.rodríguez@utb.edu.co,3146973922,Pereira
Luis,López,luis.lópez@gmail.com,3158184619,Bogotá
Carlos,Rodríguez,carlos.rodríguez@yahoo.com,3194295921,Pereira
Daniela,Gómez,daniela.gómez@utb.edu.co,3032150616,Bogotá
Laura,Pérez,laura.pérez@gmail.com,3001636780,Cali
Camila,Rodríguez,camila.rodríguez@hotmail.com,3030317327,Cartagena
Andrés,Ramírez,andrés.ramírez@gmail.com,3094988575,Pereira
Andrés,Gómez,andrés.gómez@hotmail.com,3055967934,Manizales
Sofía,Ruiz,sofía.ruiz@utb.edu.co,3011864908,Medellín
Pedro,Ramírez,pedro.ramírez@yahoo.com,3187633248,Pereira
Sofía,Fernández,sofía.fernández@yahoo.com,3049214218,Bucaramanga
Daniela,Martínez,daniela.martínez@yahoo.com,3179786668,Barranquilla
Daniela,Fernández,daniela.fernández@hotmail.com,3042276168,Barranquilla
Carlos,Fernández,carlos.fernández@utb.edu.co,3124463608,Cali
Ana,Rodríguez,ana.rodríguez@gmail.com,3066754766,Cartagena
Luis,Sánchez,luis.sánchez@yahoo.com,3114480484,Medellín
Carlos,Sánchez,carlos.sánchez@yahoo.com,3112123538,Barranquilla
Luis,Ramírez,luis.ramírez@gmail.com,3191749495,Pereira
Carlos,Torres,carlos.torres@gmail.com,3025273159,Cartagena
Andrés,Fernández,andrés.fernández@gmail.com,3023322563,Bogotá
Andrés,Pérez,andrés.pérez@hotmail.com,3092149467,Cartagena
Daniela,Rodríguez,daniela.rodríguez@hotmail.com,3094219511,Bogotá
